890.61	5.07002	-13.4647	7.57211	-2.11362	-0.605692	-0.973052	-0.0762549	2.59672	1.60445	2.15287	-1.9077	0.509807	3.53333	-1.04759	-0.150204	-0.160456	-0.048399	0.0338554	-0.336885	-0.0343323	1.14369	-27.895	-202.417	-1121.76	-67.7109	195.503	971.079	-9723.66	0.000986567	0.0010811	0.000205409	-0.000174609	0.00207989	0.000204681	-0.00702757	0.144675	0.16069	0.0112042	-0.0119802	0.322661	0.0249486	-1.13014	-5.49327	13.5988	-7.57164	2.41081	0.589924	1.0006	0.0755873	2.59687	1.60461	2.15292	-1.90774	0.510144	3.53337	-1.04873	2.59702	1.60478	2.15296	-1.90777	0.510486	3.5334	-1.04989	1.66533e-16	-16.7583	12.8627	-0.752859	-1.34589	-0.839845	-0.148635	-0.160341	-0.15443	0.30936	0.123818	-0.0836213	-0.0253473	-0.0108732	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.62	3.23799	-12.7262	7.47755	-0.842749	-0.663352	-0.843657	-0.078308	2.59552	1.60319	2.15233	-1.90736	0.506754	3.53302	-1.03681	-0.09799	-0.101089	-0.0619888	0.0360012	-0.282049	-0.0300407	1.02854	52.2137	59.3662	-13.5899	2.14577	54.8362	4.29154	-115.156	0.00207328	0.00234914	2.76601e-06	-8.118e-05	0.00484921	0.00033293	-0.0175365	0.0815141	0.101787	-0.0488491	0.0291857	0.23966	0.00207812	-0.988156	-3.5624	12.8552	-7.49071	1.06911	0.652509	0.866045	0.0778396	2.59562	1.60329	2.15239	-1.9074	0.507036	3.53305	-1.03784	2.59572	1.6034	2.15245	-1.90743	0.507323	3.53308	-1.03888	1.11022e-15	-16.7535	12.8662	-0.740572	-1.34707	-0.838843	-0.148322	-0.160225	-0.154282	0.309124	0.124122	-0.083612	-0.0252232	-0.0108874	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.63	1.85133	-12.2226	7.46693	0.104648	-0.715497	-0.747527	-0.0811096	2.59474	1.60243	2.15154	-1.90693	0.504168	3.5327	-1.02703	-0.064373	-0.0574589	-0.0960827	0.05126	-0.241518	-0.0345707	0.939131	33.617	43.6306	-34.0939	15.2588	40.5312	-4.52995	-89.407	0.00263642	0.00311778	-0.000678371	0.000353747	0.00687221	0.000281175	-0.0267764	0.0370981	0.0586142	-0.0874032	0.0566532	0.171346	-0.0117198	-0.872281	-2.11672	12.3287	-7.4725	0.0776201	0.706005	0.766096	0.08059	2.5948	1.60249	2.15163	-1.90698	0.504409	3.53273	-1.02797	2.59487	1.60255	2.15172	-1.90703	0.504654	3.53277	-1.02892	1.66533e-16	-16.7531	12.8717	-0.734408	-1.3481	-0.837806	-0.148029	-0.160182	-0.15433	0.309042	0.124276	-0.0836146	-0.025122	-0.0109032	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.64	0.84878	-11.9236	7.52437	0.757339	-0.761026	-0.679102	-0.0842055	2.59421	1.60203	2.15032	-1.90627	0.501918	3.53229	-1.01804	-0.0445843	-0.0264645	-0.145674	0.0789165	-0.213861	-0.0457764	0.869036	19.7887	30.9944	-49.5911	27.6566	27.6566	-11.2057	-70.0951	0.00283648	0.00352594	-0.00165305	0.000988898	0.00828264	0.000130126	-0.0349659	0.00665828	0.028071	-0.109465	0.0711377	0.116286	-0.018591	-0.776081	-1.04609	11.9966	-7.51813	-0.627029	0.752906	0.692834	0.083656	2.59426	1.60206	2.15046	-1.90635	0.502132	3.53234	-1.01891	2.5943	1.60209	2.1506	-1.90643	0.502348	3.53238	-1.01979	4.996e-16	-16.7577	12.8805	-0.733525	-1.34917	-0.836514	-0.147762	-0.160208	-0.154598	0.309106	0.124305	-0.0836284	-0.0250333	-0.0109205	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.65	0.123705	-11.7849	7.6335	1.19485	-0.801946	-0.630832	-0.0874539	2.59383	1.60191	2.14855	-1.90529	0.499892	3.53176	-1.00967	-0.0340939	-0.00333786	-0.204563	0.114679	-0.195742	-0.0610352	0.814199	10.4904	23.1266	-58.8894	35.7628	18.1198	-15.2588	-54.8363	0.00278581	0.00366869	-0.00278925	0.00171638	0.00919825	-6.35825e-05	-0.0422801	-0.0143353	0.00538927	-0.121233	0.0769306	0.0711439	-0.021158	-0.695501	-0.243199	11.783	-7.59444	-1.13089	0.792905	0.638107	0.0866584	2.59387	1.60191	2.14875	-1.90541	0.500087	3.53182	-1.01048	2.5939	1.60192	2.14895	-1.90552	0.500284	3.53188	-1.0113	6.66134e-16	-16.7677	12.8937	-0.737389	-1.3504	-0.834816	-0.147523	-0.160298	-0.155106	0.309308	0.124225	-0.0836523	-0.0249492	-0.0109394	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.66	-0.405895	-11.7289	7.76412	1.49382	-0.837799	-0.596126	-0.0905874	2.59351	1.60196	2.14614	-1.90393	0.497983	3.53105	-1.00176	-0.0314713	0.0121593	-0.271082	0.154495	-0.188351	-0.0786781	0.773668	2.6226	15.4972	-66.5188	39.8159	7.39098	-17.643	-40.5312	0.00257101	0.00363799	-0.00399023	0.0024743	0.00972729	-0.000266924	-0.0488722	-0.0273131	-0.0096693	-0.124377	0.0780851	0.0371112	-0.0210897	-0.62959	0.287995	11.7497	-7.73633	-1.4235	0.829973	0.603372	0.0898837	2.59354	1.60195	2.14641	-1.90408	0.498171	3.53113	-1.00254	2.59357	1.60194	2.14668	-1.90423	0.49836	3.5312	-1.00331	1.27676e-15	-16.7829	12.9118	-0.745222	-1.3519	-0.83258	-0.147316	-0.160446	-0.155858	0.30964	0.124054	-0.0836856	-0.0248616	-0.0109596	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.67	-0.776109	-11.745	7.91201	1.65887	-0.868268	-0.570467	-0.0934366	2.59319	1.60214	2.14304	-1.90214	0.496106	3.53015	-0.994215	-0.033617	0.0216961	-0.342369	0.199795	-0.188112	-0.099659	0.741005	-2.14577	9.53674	-71.2871	45.2995	0.238419	-20.9808	-32.6633	0.00225506	0.00348911	-0.00518954	0.00320889	0.00995986	-0.000449492	-0.0548548	-0.0353746	-0.0187737	-0.121757	0.0731707	0.0106116	-0.0174325	-0.571909	0.722603	11.7294	-7.87797	-1.64336	0.862422	0.574471	0.0928644	2.59322	1.60212	2.14339	-1.90234	0.496294	3.53025	-0.994956	2.59326	1.6021	2.14372	-1.90253	0.496483	3.53034	-0.995701	1.38778e-15	-16.8037	12.9352	-0.756605	-1.35372	-0.829724	-0.147142	-0.160649	-0.156862	0.310093	0.123805	-0.0837269	-0.0247653	-0.0109811	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.68	-1.09281	-11.7652	8.05655	1.78911	-0.895368	-0.547662	-0.0960465	2.59283	1.60239	2.13921	-1.89989	0.494188	3.52904	-0.986931	-0.0388622	0.0271797	-0.415802	0.244856	-0.195742	-0.120401	0.71907	-5.24521	5.48363	-73.4329	45.0611	-7.62939	-20.7424	-21.9345	0.00187664	0.00326727	-0.00634171	0.00389046	0.00997345	-0.000595426	-0.0603242	-0.0401888	-0.0238312	-0.115996	0.0679095	-0.00763958	-0.0137627	-0.525319	0.99237	11.8093	-8.05022	-1.72421	0.890899	0.555468	0.0956608	2.59287	1.60237	2.13963	-1.90013	0.494384	3.52916	-0.98765	2.5929	1.60234	2.14004	-1.90038	0.494578	3.52928	-0.98837	1.38778e-15	-16.8298	12.964	-0.771077	-1.35592	-0.826182	-0.147001	-0.160903	-0.158116	0.310658	0.123489	-0.0837754	-0.0246553	-0.0110037	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.69	-1.29265	-11.8811	8.2497	1.81017	-0.922184	-0.532999	-0.0987898	2.59239	1.60269	2.13464	-1.89717	0.492171	3.52771	-0.979843	-0.04673	0.0302792	-0.491857	0.293255	-0.207901	-0.143051	0.702143	-7.86781	3.09944	-76.0555	48.399	-12.1593	-22.6498	-16.9277	0.00146871	0.00300746	-0.00741746	0.00449456	0.00982884	-0.000690769	-0.0653529	-0.0422324	-0.0265108	-0.106617	0.058725	-0.0209802	-0.00793442	-0.484099	1.23529	11.8791	-8.21948	-1.7889	0.917173	0.537377	0.0982917	2.59244	1.60266	2.13513	-1.89746	0.492379	3.52785	-0.980545	2.59249	1.60263	2.13561	-1.89775	0.492585	3.52799	-0.981249	2.10942e-15	-16.8613	12.9981	-0.788241	-1.35852	-0.82191	-0.146893	-0.161203	-0.15962	0.311327	0.123115	-0.0838302	-0.0245282	-0.0110273	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
890.7	-1.4251	-12.0182	8.43244	1.78657	-0.944624	-0.521275	-0.10111	2.59188	1.603	2.12931	-1.89397	0.490005	3.52615	-0.972892	-0.0562668	0.0321865	-0.567198	0.341415	-0.224113	-0.166178	0.689506	-9.53674	1.90735	-75.3403	48.1605	-16.2125	-23.1266	-12.6362	0.00104846	0.00273226	-0.00839969	0.00501271	0.00958039	-0.000728959	-0.0700033	-0.0424591	-0.0280046	-0.0969588	0.0491938	-0.0298871	-0.00137827	-0.447533	1.39106	12.0014	-8.40074	-1.78445	0.940524	0.524335	0.100693	2.59193	1.60297	2.12987	-1.89431	0.490229	3.52632	-0.973582	2.59199	1.60294	2.13043	-1.89465	0.490452	3.52648	-0.974273	3.88578e-16	-16.898	13.0376	-0.807728	-1.36153	-0.816875	-0.146818	-0.161546	-0.161372	0.312092	0.122691	-0.0838902	-0.0243806	-0.0110518	-0.275	0.175	0.625	4.48416e-44	0	0	0	1
