88.1,0.2399,3.8474,2.8866,2.5341,0.3434,1.1648,0.055399,0.46858,-0.35246,-1.9139,-2.8982,-2.6072,2.7225,-0.67348,0.013113,0.025511,-0.032663,0.023365,0.19193,-0.010014,0.35119,35.286,20.266,74.148,52.691,220.06,468.49,-862.84,-4.3183e-05,-8.0166e-05,0.00012521,-6.8324e-05,-0.00057379,3.2816e-05,-0.001056,-0.018862,-0.024377,0.05773,-0.017782,-0.16753,0.0077836,-0.35913,-0.15954,-3.7651,-2.7458,-2.2474,-0.30808,-1.1795,-0.049461,0.46857,-0.35248,-1.9138,-2.8982,-2.6074,2.7225,-0.67383,0.46855,-0.35251,-1.9138,-2.8982,-2.6076,2.7225,-0.67418,-8.8818e-16,4.0102,2.7029,3.0863,0.37367,1.0743,0.061778,-0.03443,0.019764,0.00084923,-0.040146,-0.0061369,0.053728,-0.001199,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.11,0.7322,3.9744,3.5228,3.2035,0.47557,1.1544,0.076042,0.46866,-0.35221,-1.914,-2.898,-2.6055,2.7224,-0.66989,0.0011921,0.025272,0.0026226,0.023127,0.16618,-0.00023842,0.3624,-11.921,-0.23842,35.286,-0.23842,-25.749,9.7752,11.206,-0.00031915,-0.00028263,0.0011703,-8.425e-05,-0.0014723,1.0163e-05,-0.0049229,-0.035457,-0.018514,0.14677,0.010148,-0.020789,-0.013052,-0.40969,-0.61537,-3.9996,-3.3996,-3.1732,-0.45328,-1.1482,-0.072868,0.46866,-0.35224,-1.914,-2.898,-2.6056,2.7224,-0.67025,0.46865,-0.35226,-1.914,-2.898,-2.6058,2.7224,-0.67062,8.8818e-16,4.01,2.7023,3.0901,0.37345,1.0745,0.061909,-0.034472,0.019773,0.00083806,-0.039982,-0.0061531,0.053673,-0.0011886,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.12,1.0298,4.1491,3.9457,3.7801,0.56798,1.1362,0.090633,0.46863,-0.35202,-1.9137,-2.8977,-2.6037,2.7224,-0.66629,-0.01359,0.017881,0.073671,0.029326,0.18692,-0.0026226,0.35501,-14.782,-7.391,71.049,6.1989,20.742,-2.3842,-7.391,-0.00077345,-0.00037702,0.0029199,0.00014531,-0.0011657,-0.00015239,-0.0091919,-0.048807,-0.0055738,0.19838,0.031268,0.077835,-0.02158,-0.44112,-0.96985,-4.1045,-3.8615,-3.7696,-0.55416,-1.1295,-0.088944,0.46864,-0.35204,-1.9137,-2.8978,-2.6039,2.7224,-0.66665,0.46866,-0.35206,-1.9138,-2.8978,-2.6041,2.7224,-0.667,-4.4409e-16,4.0061,2.7026,3.0958,0.37341,1.0747,0.06207,-0.034495,0.019706,0.00086446,-0.039811,-0.0061603,0.053628,-0.0011757,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.13,1.2537,4.2284,4.2614,4.1347,0.6362,1.1321,0.10116,0.46844,-0.35184,-1.9125,-2.8974,-2.6016,2.7224,-0.66284,-0.027895,0.018597,0.15998,0.047207,0.23675,-0.0064373,0.33522,-14.305,0.71526,86.308,17.881,49.83,-3.8147,-19.789,-0.0013496,-0.00040628,0.0050902,0.00051912,-4.1196e-05,-0.00040735,-0.013694,-0.06225,-0.00081585,0.23306,0.040332,0.14574,-0.028528,-0.45962,-1.2442,-4.2589,-4.242,-4.1382,-0.63043,-1.1269,-0.10033,0.46847,-0.35186,-1.9127,-2.8974,-2.6019,2.7224,-0.66318,0.46849,-0.35188,-1.9128,-2.8975,-2.6021,2.7224,-0.66351,1.3323e-15,3.9969,2.7042,3.1057,0.37359,1.0745,0.062267,-0.034502,0.019534,0.00093925,-0.039581,-0.0061548,0.053582,-0.00116,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.14,1.3801,4.2703,4.4629,4.4713,0.68597,1.1199,0.10925,0.46799,-0.35164,-1.9103,-2.8968,-2.5989,2.7223,-0.65967,-0.046969,0.022173,0.26536,0.065565,0.31185,-0.012159,0.30232,-19.073,3.5763,105.38,18.358,75.102,-5.7221,-32.902,-0.0019387,-0.00040051,0.0073978,0.00097265,0.0016043,-0.00072032,-0.018301,-0.07054,0.0010054,0.24698,0.048547,0.18675,-0.03342,-0.46449,-1.3684,-4.2691,-4.4347,-4.3927,-0.67668,-1.1247,-0.10763,0.46804,-0.35167,-1.9105,-2.8969,-2.5992,2.7223,-0.65997,0.46808,-0.35169,-1.9108,-2.8969,-2.5995,2.7223,-0.66028,4.4409e-16,3.9802,2.7074,3.1219,0.37403,1.074,0.062506,-0.034496,0.019227,0.0010722,-0.039251,-0.0061331,0.053527,-0.001141,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.15,1.4552,4.3046,4.5841,4.6375,0.71349,1.1157,0.11335,0.46731,-0.35143,-1.9069,-2.896,-2.5953,2.7221,-0.65688,-0.071049,0.023127,0.38576,0.092268,0.40603,-0.020981,0.26011,-24.08,0.95367,120.4,26.703,94.175,-8.8215,-42.2,-0.0025707,-0.00035639,0.0097499,0.0014559,0.0035737,-0.0010667,-0.022895,-0.073441,0.0053736,0.24422,0.048045,0.20706,-0.035064,-0.45952,-1.4712,-4.3308,-4.5918,-4.7246,-0.71634,-1.1047,-0.11413,0.46738,-0.35145,-1.9073,-2.8961,-2.5957,2.7221,-0.65714,0.46747,-0.35147,-1.9077,-2.8962,-2.5961,2.7222,-0.65741,-4.4409e-16,3.9555,2.7124,3.145,0.37477,1.0731,0.062787,-0.034478,0.018775,0.0012718,-0.038806,-0.0060933,0.053459,-0.0011186,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.16,1.5559,4.282,4.6818,4.7127,0.73108,1.1127,0.11561,0.46634,-0.35118,-1.9023,-2.895,-2.5907,2.7218,-0.65454,-0.11897,0.026941,0.53048,0.1204,0.50616,-0.030279,0.21148,-47.922,3.8147,144.72,28.133,100.14,-9.2983,-48.637,-0.0031724,-0.00029543,0.011995,0.0019325,0.0056754,-0.0014156,-0.027414,-0.052115,0.006805,0.21546,0.04574,0.21977,-0.036082,-0.44759,-1.5058,-4.2858,-4.6531,-4.7907,-0.73165,-1.1079,-0.11633,0.46646,-0.35121,-1.9028,-2.8951,-2.5912,2.7219,-0.65475,0.46657,-0.35123,-1.9033,-2.8952,-2.5917,2.7219,-0.65497,-4.4409e-16,3.9217,2.7194,3.176,0.37583,1.0718,0.063115,-0.034449,0.01816,0.0015416,-0.038218,-0.006034,0.053372,-0.0010927,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.17,1.5978,4.2788,4.7713,4.8906,0.75244,1.1089,0.11908,0.46512,-0.35088,-1.8964,-2.8936,-2.585,2.7215,-0.65272,-0.14162,0.030041,0.64921,0.14544,0.61512,-0.0422,0.15593,-22.65,3.0994,118.73,25.034,108.96,-11.921,-55.551,-0.0037982,-0.00023103,0.014153,0.0023804,0.00782,-0.0017497,-0.03178,-0.055678,0.008876,0.21102,0.046161,0.22204,-0.034329,-0.42822,-1.5535,-4.2482,-4.7341,-4.8965,-0.75057,-1.1086,-0.11914,0.46526,-0.35091,-1.8971,-2.8938,-2.5856,2.7215,-0.65287,0.46539,-0.35094,-1.8977,-2.8939,-2.5862,2.7216,-0.65304,1.7764e-15,3.879,2.7282,3.2152,0.37719,1.0701,0.063483,-0.034409,0.017385,0.0018809,-0.037481,-0.0059554,0.053263,-0.0010636,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.18,1.5346,4.2346,4.7391,4.9636,0.75176,1.1066,0.11907,0.46352,-0.35053,-1.8891,-2.892,-2.5782,2.721,-0.65146,-0.16189,0.034571,0.77987,0.17524,0.73743,-0.058174,0.09942,-20.266,4.53,130.65,29.802,122.31,-15.974,-56.505,-0.004304,-0.00016466,0.016047,0.0028023,0.0099369,-0.0020443,-0.035937,-0.061242,0.0094407,0.19298,0.041441,0.20933,-0.028374,-0.40736,-1.5987,-4.2011,-4.7659,-4.7865,-0.74763,-1.1229,-0.11765,0.46369,-0.35057,-1.8899,-2.8922,-2.5789,2.721,-0.65156,0.46386,-0.35061,-1.8907,-2.8924,-2.5797,2.7211,-0.65167,0,3.826,2.7389,3.2632,0.37888,1.0679,0.063897,-0.034359,0.016427,0.0022937,-0.036579,-0.0058554,0.053131,-0.0010309,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.19,1.5594,4.1485,4.7887,5.0056,0.76114,1.1159,0.12032,0.46167,-0.35013,-1.8806,-2.8901,-2.5702,2.7203,-0.65081,-0.18644,0.0422,0.90194,0.20528,0.84949,-0.07391,0.036955,-24.557,7.6294,122.07,30.041,112.06,-15.736,-62.466,-0.0048069,-9.7544e-05,0.017797,0.0031646,0.011976,-0.0022876,-0.039844,-0.06213,0.0068303,0.18185,0.03611,0.20524,-0.022508,-0.38001,-1.6394,-4.1767,-4.8313,-4.9305,-0.75997,-1.1208,-0.11963,0.46185,-0.35018,-1.8815,-2.8903,-2.5711,2.7203,-0.65085,0.46205,-0.35022,-1.8824,-2.8905,-2.5719,2.7204,-0.65089,-4.4409e-16,3.7636,2.7513,3.3196,0.38089,1.0653,0.064353,-0.034298,0.015299,0.0027774,-0.035509,-0.0057349,0.052973,-0.00099504,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
