88.2,1.5821,4.0366,4.8233,4.9423,0.76165,1.1351,0.11983,0.45957,-0.34968,-1.8708,-2.8878,-2.5611,2.7195,-0.65079,-0.21052,0.050306,1.0231,0.23961,0.96822,-0.090599,-0.02718,-24.08,8.1062,121.12,34.332,118.73,-16.689,-64.135,-0.0053157,-3.9986e-05,0.019399,0.0034482,0.0139,-0.0024868,-0.043469,-0.063111,0.0036674,0.17001,0.026115,0.19284,-0.015539,-0.35046,-1.5762,-4.0831,-4.8033,-4.9314,-0.75767,-1.1257,-0.11909,0.45977,-0.34973,-1.8719,-2.8881,-2.562,2.7195,-0.65076,0.45998,-0.34978,-1.8729,-2.8883,-2.563,2.7196,-0.65074,-4.4409e-16,3.6916,2.7655,3.3848,0.38323,1.0623,0.064848,-0.034226,0.013996,0.0033314,-0.034264,-0.0055939,0.052791,-0.0009561,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.21,1.5707,3.9535,4.8125,5.0537,0.76058,1.125,0.11982,0.45717,-0.34917,-1.8598,-2.8853,-2.5507,2.7185,-0.65142,-0.25368,0.054598,1.1644,0.26298,1.0903,-0.10157,-0.09203,-43.154,4.2915,141.38,23.365,122.07,-10.967,-64.85,-0.0057861,1.6798e-05,0.020815,0.0036769,0.015688,-0.0026365,-0.046789,-0.044635,0.0042435,0.13622,0.026714,0.17548,-0.014144,-0.31967,-1.5573,-3.9697,-4.8014,-4.9643,-0.75628,-1.134,-0.11887,0.45743,-0.34923,-1.8609,-2.8855,-2.5518,2.7186,-0.65132,0.45768,-0.34928,-1.8621,-2.8858,-2.5529,2.7187,-0.65124,-4.4409e-16,3.6096,2.7812,3.4585,0.3859,1.0589,0.065381,-0.034139,0.012506,0.0039575,-0.032846,-0.0054324,0.052585,-0.00091417,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.22,1.5632,3.8388,4.827,4.922,0.75363,1.1528,0.11783,0.4545,-0.3486,-1.8475,-2.8824,-2.5392,2.7174,-0.65271,-0.2656,0.059605,1.2729,0.30112,1.2064,-0.12016,-0.15855,-11.921,5.0068,108.48,38.147,116.11,-18.597,-66.519,-0.0062197,6.3229e-05,0.022057,0.0038365,0.017338,-0.0027176,-0.049777,-0.057008,0.0040286,0.13366,0.012159,0.16246,-0.0049709,-0.28668,-1.6245,-3.8814,-4.8521,-4.8338,-0.75062,-1.155,-0.11679,0.45477,-0.34866,-1.8487,-2.8827,-2.5404,2.7175,-0.65255,0.45506,-0.34872,-1.85,-2.883,-2.5416,2.7176,-0.6524,0,3.5175,2.7983,3.5406,0.38891,1.0551,0.065953,-0.034036,0.010828,0.0046528,-0.031246,-0.0052503,0.052355,-0.00086933,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.23,1.5849,3.7351,4.8799,5.0161,0.76026,1.1613,0.11883,0.45156,-0.34799,-1.834,-2.8793,-2.5265,2.7161,-0.65468,-0.28992,0.063896,1.3847,0.32568,1.3196,-0.13757,-0.22769,-24.319,4.2915,111.82,24.557,113.25,-17.405,-69.141,-0.0066224,0.00010856,0.023151,0.0039517,0.01885,-0.0027242,-0.052424,-0.056599,0.0044533,0.12609,0.010821,0.15066,0.0031593,-0.25053,-1.5874,-3.707,-4.828,-4.9281,-0.74994,-1.1548,-0.11707,0.45185,-0.34805,-1.8354,-2.8796,-2.5278,2.7162,-0.65446,0.45216,-0.34812,-1.8368,-2.8799,-2.5292,2.7164,-0.65424,8.8818e-16,3.4153,2.8165,3.6308,0.39224,1.0509,0.066557,-0.033912,0.0089553,0.0054174,-0.029471,-0.0050484,0.052102,-0.00082188,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.24,1.5747,3.605,4.8922,5.0414,0.75793,1.1716,0.11825,0.44839,-0.34731,-1.8194,-2.8759,-2.5127,2.7146,-0.65733,-0.31185,0.069141,1.4973,0.35357,1.4353,-0.1514,-0.29588,-21.934,5.2452,112.53,27.895,115.63,-13.828,-68.188,-0.0070336,0.00013965,0.024144,0.003999,0.020226,-0.0026697,-0.054719,-0.058191,0.0038486,0.11614,0.0057723,0.13485,0.0078621,-0.21481,-1.5967,-3.6157,-4.8554,-4.8481,-0.74305,-1.1755,-0.11511,0.4487,-0.34738,-1.8209,-2.8762,-2.5141,2.7148,-0.65704,0.44902,-0.34746,-1.8223,-2.8766,-2.5156,2.7149,-0.65675,4.4409e-16,3.3031,2.8357,3.729,0.39589,1.0464,0.067193,-0.033767,0.00689,0.0062482,-0.027516,-0.0048272,0.051828,-0.00077197,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.25,1.6533,3.446,4.9416,4.9568,0.75218,1.1888,0.11644,0.44496,-0.34658,-1.8036,-2.8721,-2.4977,2.713,-0.66067,-0.35977,0.074148,1.6291,0.38338,1.543,-0.16618,-0.3655,-47.922,5.0068,131.84,29.802,107.77,-14.782,-69.618,-0.0074197,0.00016192,0.025021,0.003991,0.021474,-0.0025486,-0.056648,-0.033411,0.0034066,0.085192,-0.0015564,0.12528,0.013667,-0.17713,-1.584,-3.4567,-4.8852,-4.9669,-0.74827,-1.1849,-0.11623,0.44532,-0.34666,-1.8052,-2.8725,-2.4993,2.7132,-0.66031,0.44566,-0.34673,-1.8068,-2.8729,-2.5008,2.7134,-0.65995,0,3.1806,2.8557,3.8348,0.39987,1.0416,0.06786,-0.033595,0.0046218,0.007145,-0.025379,-0.0045867,0.051535,-0.00071968,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.26,1.6113,3.3117,4.9454,4.9812,0.74785,1.204,0.11553,0.44133,-0.3458,-1.7868,-2.8681,-2.4817,2.7113,-0.66469,-0.36573,0.077486,1.724,0.41199,1.6551,-0.1812,-0.43297,-5.9605,3.3379,94.891,28.61,112.06,-15.02,-67.472,-0.0078407,0.00018011,0.025831,0.0039149,0.022583,-0.0023565,-0.058215,-0.05021,0.0045579,0.089531,-0.0080657,0.10979,0.01986,-0.14107,-1.6281,-3.3208,-4.9424,-4.8965,-0.74432,-1.2097,-0.11475,0.4417,-0.34588,-1.7885,-2.8685,-2.4833,2.7115,-0.66426,0.44206,-0.34597,-1.7902,-2.869,-2.485,2.7116,-0.66383,8.8818e-16,3.0482,2.8762,3.9483,0.40419,1.0365,0.068555,-0.033393,0.002149,0.0081086,-0.023061,-0.0043274,0.051224,-0.00066512,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.27,1.6663,3.1277,4.9853,4.8612,0.73858,1.2288,0.11307,0.43746,-0.34496,-1.7689,-2.8639,-2.4646,2.7094,-0.66938,-0.39983,0.08297,1.8408,0.44394,1.7583,-0.19717,-0.49949,-34.094,5.4836,116.83,31.948,103.23,-15.974,-66.519,-0.0082443,0.00018273,0.026565,0.0037891,0.023595,-0.0021225,-0.059415,-0.038491,0.0034877,0.070262,-0.018285,0.1015,0.027155,-0.10543,-1.6475,-3.1375,-4.979,-4.9094,-0.74343,-1.2245,-0.11427,0.43787,-0.34505,-1.7707,-2.8643,-2.4663,2.7096,-0.66888,0.43826,-0.34513,-1.7725,-2.8647,-2.4681,2.7098,-0.66839,4.4409e-16,2.9052,2.897,4.0689,0.40884,1.0311,0.069275,-0.033158,-0.00053706,0.0091347,-0.020562,-0.0040501,0.0509,-0.00060854,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.28,1.6855,2.9478,5.0561,4.9743,0.74632,1.2461,0.11431,0.43338,-0.34408,-1.7499,-2.8593,-2.4464,2.7073,-0.67475,-0.40913,0.089645,1.9267,0.46611,1.8618,-0.21172,-0.56577,-9.2983,6.6757,85.831,22.173,103.47,-14.543,-66.28,-0.0086558,0.00018571,0.027233,0.0036068,0.024486,-0.0018158,-0.060254,-0.051184,0.0011496,0.080314,-0.019103,0.091336,0.033169,-0.0695,-1.6654,-2.961,-5.0328,-4.9941,-0.74722,-1.2415,-0.11477,0.43379,-0.34417,-1.7519,-2.8598,-2.4483,2.7075,-0.67418,0.4342,-0.34426,-1.7538,-2.8602,-2.4501,2.7078,-0.67362,-4.4409e-16,2.7518,2.918,4.1966,0.41382,1.0255,0.070021,-0.032885,-0.003444,0.010226,-0.017879,-0.0037546,0.050561,-0.00054986,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.29,1.7108,2.726,5.0873,4.9782,0.74172,1.2647,0.1133,0.42909,-0.34314,-1.73,-2.8545,-2.4272,2.7051,-0.68077,-0.43654,0.098228,2.0335,0.49114,1.9662,-0.22674,-0.63157,-27.418,8.5831,106.81,25.034,104.43,-15.02,-65.803,-0.0090719,0.00017638,0.027852,0.0033846,0.025281,-0.001447,-0.060736,-0.045373,-0.0031714,0.067711,-0.023154,0.078591,0.039808,-0.033517,-1.7203,-2.7784,-5.0826,-5.0069,-0.74372,-1.2554,-0.11373,0.42952,-0.34324,-1.7321,-2.855,-2.4292,2.7054,-0.68014,0.42997,-0.34333,-1.7341,-2.8555,-2.4311,2.7056,-0.67951,-1.3323e-15,2.5878,2.9387,4.331,0.41913,1.0198,0.070788,-0.032568,-0.0065765,0.011379,-0.015017,-0.0034423,0.050212,-0.00048943,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.3,2.0046,2.4448,5.6064,5.4633,0.82914,1.3667,0.12602,0.42467,-0.34213,-1.7093,-2.8495,-2.4071,2.7027,-0.68688,-0.39005,0.11611,2.0182,0.49281,1.9791,-0.30875,-0.32449,46.492,17.881,-15.259,1.6689,12.875,-82.016,307.08,-0.0095805,0.00013157,0.028586,0.0031594,0.026111,-0.00091709,-0.061423,-0.11309,-0.016866,0.17551,-0.0042128,0.15577,0.11359,-0.36989,-1.7498,-2.5573,-5.1204,-4.9332,-0.73539,-1.281,-0.11172,0.42506,-0.34224,-1.7113,-2.85,-2.4091,2.703,-0.68655,0.42548,-0.34235,-1.7134,-2.8505,-2.4111,2.7033,-0.68605,0,2.4143,2.9586,4.4711,0.42462,1.0138,0.071593,-0.032208,-0.0099118,0.012582,-0.01199,-0.0031166,0.049848,-0.00042578,-0.275,0.175,0.625,4.4842e-44,0,0,1,0
88.31,3.1624,1.8856,7.6328,7.1801,1.1796,1.7639,0.17619,0.42234,-0.34064,-1.6913,-2.8449,-2.3888,2.6979,-0.68046,-0.1359,0.17405,1.6644,0.43607,1.7211,-0.59056,1.4114,254.15,57.936,-353.81,-56.744,-257.97,-281.81,1735.9,-0.012389,-0.00034407,0.032971,0.0035194,0.029594,0.0018591,-0.074926,-0.38808,-0.070692,0.62018,0.072768,0.50216,0.38732,-2.1346,-2.9136,-1.985,-7.2708,-6.9353,-1.1233,-1.6971,-0.16873,0.42248,-0.34081,-1.6929,-2.8453,-2.3905,2.6985,-0.68187,0.42261,-0.34098,-1.6946,-2.8458,-2.3923,2.6991,-0.68312,-8.8818e-16,2.2595,2.9722,4.6015,0.42771,1.0056,0.072886,-0.031892,-0.012801,0.013624,-0.009104,-0.0028392,0.049323,-0.00032012,-0.275,0.175,0.625,4.4842e-44,0,0,1,0
88.32,3.677,1.4674,8.5857,8.1753,1.3387,1.9544,0.19738,0.4219,-0.33866,-1.6757,-2.8407,-2.3725,2.6911,-0.65788,-0.047922,0.20671,1.5914,0.41842,1.6401,-0.69332,2.6543,87.977,32.663,-72.956,-17.643,-81.062,-102.76,1242.9,-0.017285,-0.0012673,0.040667,0.0045594,0.035907,0.0066283,-0.10488,-0.49651,-0.09932,0.78233,0.11028,0.67002,0.48214,-3.4057,-3.8016,-1.5006,-8.8144,-8.3545,-1.3835,-1.9937,-0.20447,0.42195,-0.33887,-1.6773,-2.8411,-2.3741,2.6918,-0.66054,0.42197,-0.33907,-1.6788,-2.8416,-2.3757,2.6925,-0.66322,4.4409e-16,2.1211,2.9794,4.7224,0.42835,0.99521,0.074854,-0.031605,-0.015297,0.014526,-0.0063662,-0.0026158,0.048647,-0.00015373,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.33,3.148,1.486,7.6832,7.5398,1.1635,1.7741,0.16892,0.42028,-0.33677,-1.6576,-2.8362,-2.3546,2.6852,-0.63316,-0.2296,0.1781,1.9515,0.48065,1.899,-0.51403,2.326,-181.68,-28.61,360.01,62.227,258.92,179.29,-328.3,-0.021215,-0.0020608,0.046776,0.0054159,0.041569,0.010379,-0.13726,-0.33491,-0.066751,0.50983,0.067541,0.49627,0.29507,-3.1051,-3.2653,-1.4723,-7.8423,-7.6841,-1.196,-1.8003,-0.17436,0.42051,-0.33695,-1.6596,-2.8367,-2.3565,2.6857,-0.63548,0.42074,-0.33713,-1.6615,-2.8372,-2.3584,2.6862,-0.63784,4.4409e-16,1.9596,2.988,4.8551,0.43018,0.98533,0.077036,-0.031215,-0.018332,0.01559,-0.0033166,-0.0023642,0.048032,3.5646e-05,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.34,2.7571,1.3912,6.9715,6.8369,1.0136,1.6564,0.14369,0.41714,-0.33508,-1.6364,-2.831,-2.3344,2.6808,-0.61165,-0.3736,0.16189,2.2466,0.54145,2.1238,-0.39267,2.0111,-144,-16.212,295.16,60.797,224.83,121.36,-314.95,-0.023818,-0.0026228,0.050596,0.0057979,0.045697,0.012573,-0.16669,-0.2106,-0.046655,0.30051,0.025863,0.35498,0.16607,-2.8173,-2.8361,-1.4181,-7.1078,-6.9031,-1.0376,-1.6832,-0.14747,0.41752,-0.33524,-1.6386,-2.8316,-2.3365,2.6812,-0.61366,0.41786,-0.3354,-1.6408,-2.8321,-2.3386,2.6816,-0.6157,-4.4409e-16,1.7689,2.9991,5.0037,0.43397,0.97669,0.079197,-0.030698,-0.022063,0.016868,0.00014419,-0.0020657,0.047523,0.00022711,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.35,2.5504,1.2717,6.5147,6.3092,0.90534,1.5793,0.1249,0.4126,-0.33353,-1.6125,-2.8253,-2.3121,2.6773,-0.59323,-0.48995,0.1483,2.4817,0.58961,2.3134,-0.31662,1.7075,-116.35,-13.59,235.08,48.161,189.54,76.055,-303.51,-0.025213,-0.0029973,0.052578,0.0058819,0.048615,0.013725,-0.19331,-0.11355,-0.029257,0.1496,-0.0035505,0.24735,0.082531,-2.5404,-2.6113,-1.2856,-6.61,-6.329,-0.92208,-1.5992,-0.12747,0.41309,-0.33368,-1.615,-2.8259,-2.3144,2.6776,-0.59493,0.41358,-0.33383,-1.6174,-2.8265,-2.3167,2.678,-0.59667,0,1.5521,3.0113,5.165,0.43928,0.96901,0.081306,-0.030066,-0.026407,0.01831,0.0039666,-0.0017284,0.047091,0.00041733,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.36,2.4639,1.0911,6.236,5.8311,0.82252,1.5388,0.10986,0.4072,-0.33206,-1.5866,-2.8192,-2.288,2.6745,-0.57778,-0.57387,0.14305,2.6615,0.63467,2.4772,-0.26274,1.4138,-83.923,-5.2452,179.77,45.061,163.79,53.883,-293.73,-0.025942,-0.0032573,0.053469,0.0057013,0.05059,0.014165,-0.21722,-0.048549,-0.02028,0.052328,-0.030238,0.16384,0.021309,-2.2728,-2.4659,-1.1129,-6.2855,-6.0378,-0.84619,-1.5388,-0.11459,0.40777,-0.3322,-1.5893,-2.8198,-2.2905,2.6748,-0.57919,0.40835,-0.33235,-1.5919,-2.8205,-2.293,2.675,-0.58064,-8.8818e-16,1.3152,3.0232,5.3362,0.44573,0.96216,0.083336,-0.02933,-0.03124,0.019877,0.008092,-0.0013612,0.046719,0.00060324,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.37,2.4053,0.88525,6.0518,5.5027,0.7611,1.5153,0.098623,0.40117,-0.33064,-1.5593,-2.8127,-2.2625,2.672,-0.56521,-0.62752,0.14019,2.7993,0.67258,2.6193,-0.23079,1.1296,-53.644,-2.861,137.81,37.909,142.1,31.948,-284.19,-0.026229,-0.0034339,0.053629,0.0053276,0.051815,0.014174,-0.23851,-0.013442,-0.013762,-0.0046556,-0.050145,0.1004,-0.017829,-2.0142,-2.372,-0.91718,-6.0521,-5.6754,-0.77688,-1.5096,-0.10215,0.40179,-0.33078,-1.562,-2.8134,-2.2651,2.6723,-0.56634,0.40241,-0.33092,-1.5648,-2.814,-2.2677,2.6725,-0.5675,4.4409e-16,1.0609,3.0341,5.5154,0.45307,0.956,0.085273,-0.028493,-0.036498,0.021542,0.012481,-0.00096971,0.046396,0.00078307,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.38,2.3428,0.59716,5.9257,5.4699,0.72659,1.4991,0.093168,0.3947,-0.32922,-1.5307,-2.8059,-2.2355,2.6698,-0.55542,-0.66781,0.14472,2.9151,0.69427,2.7497,-0.22221,0.85545,-40.293,4.53,115.87,21.696,130.41,8.5831,-274.18,-0.026266,-0.0035712,0.053368,0.0048125,0.052463,0.013898,-0.25727,0.0086972,-0.014712,-0.041378,-0.054212,0.047009,-0.033454,-1.7651,-2.3054,-0.6648,-5.9378,-5.6733,-0.74575,-1.488,-0.097239,0.39537,-0.32937,-1.5336,-2.8066,-2.2383,2.67,-0.55627,0.39601,-0.32951,-1.5365,-2.8072,-2.241,2.6702,-0.55715,-4.4409e-16,0.79175,3.0429,5.7007,0.46109,0.95049,0.08711,-0.027554,-0.042125,0.023282,0.017097,-0.00055972,0.046116,0.00095527,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
88.39,2.3654,0.37196,5.8745,5.2418,0.68482,1.5001,0.085044,0.38791,-0.32781,-1.501,-2.7987,-2.2074,2.6676,-0.54832,-0.69642,0.14257,3.0115,0.72575,2.8672,-0.21648,0.59056,-28.61,-2.1458,96.321,31.471,117.54,5.7221,-264.88,-0.026155,-0.0036604,0.052857,0.0041865,0.052651,0.01348,-0.27358,0.019538,-0.0090609,-0.060223,-0.068428,0.0048663,-0.046068,-1.5247,-2.3736,-0.41253,-5.8967,-5.3197,-0.69644,-1.4993,-0.087288,0.38861,-0.32796,-1.504,-2.7995,-2.2102,2.6678,-0.54892,0.38928,-0.3281,-1.507,-2.8002,-2.2131,2.6681,-0.54953,-4.4409e-16,0.50935,3.0495,5.8909,0.46966,0.94558,0.088846,-0.026513,-0.048091,0.025088,0.021919,-0.00013421,0.045876,0.0011192,-0.275,0.175,0.625,4.4842e-44,0,0,0,1
