1177.34	0.763731	14.4681	-11.5017	7.53427	0.40453	0.452173	0.0641134	-0.224216	-0.927913	1.82073	-1.83223	-0.404586	2.32719	0.456751	-0.033617	0.0314713	-0.0648499	-0.00715256	0.0674725	-0.0319481	0.101805	-47.2069	30.0407	-151.634	-6.4373	54.8363	169.039	864.506	0.000236501	-0.000312776	0.000323388	3.30831e-05	-0.000443929	0.000206093	-0.000636007	0.0157266	-0.0359519	-0.00238908	0.000334933	-0.0353002	0.00653959	-0.0655269	-1.61919	-14.0039	10.6626	-7.70982	-0.381211	-0.515098	-0.0575022	-0.224182	-0.927944	1.82079	-1.83222	-0.404654	2.32722	0.456649	-0.224148	-0.927977	1.82086	-1.83222	-0.404722	2.32725	0.456549	1.77636e-15	15.2637	-12.3779	7.48727	0.434939	0.409309	0.0696509	0.145171	0.171583	-0.198461	0.319842	-0.00335562	0.0530717	-0.000154242	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.35	-2.77594	16.3109	-14.8998	6.75678	0.49905	0.187833	0.0912086	-0.224532	-0.92768	1.82002	-1.8323	-0.40392	2.32688	0.457757	-0.0317097	0.0174046	-0.0808239	-0.00882149	0.0658035	-0.0317097	0.0963211	1.90735	-14.0667	-15.974	-1.66893	-1.66893	0.238419	-5.48363	0.00024736	-0.000621514	-0.000120118	-1.08655e-05	-0.000561127	8.16478e-05	-0.00102236	-0.0114474	-0.0282133	-0.0813769	-0.0076247	0.0118057	-0.0295834	-0.00880793	2.17071	-16.0059	14.3282	-6.89617	-0.482991	-0.233641	-0.0866017	-0.2245	-0.927698	1.8201	-1.83229	-0.403986	2.32691	0.45766	-0.224469	-0.927716	1.82018	-1.83229	-0.404052	2.32694	0.457563	1.77636e-15	15.2546	-12.3782	7.48931	0.434572	0.410159	0.0693792	0.145283	0.171247	-0.198328	0.319888	-0.00339645	0.0531298	-0.000171902	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.36	-5.27942	17.6411	-17.3295	6.21079	0.568175	-0.00057829	0.110831	-0.224886	-0.927588	1.81898	-1.83241	-0.403238	2.32649	0.458577	-0.0395775	0.0038147	-0.127077	-0.013113	0.0708103	-0.0457764	0.0677109	-7.86781	-13.5899	-46.2532	-4.29153	5.00679	-14.0667	-28.6102	4.46951e-05	-0.000853391	-0.00116897	-0.000113492	-0.00024253	-0.000323157	-0.000714344	-0.0285039	-0.0208657	-0.128799	-0.0128313	0.0516203	-0.050915	0.0703434	4.83291	-17.4018	16.8934	-6.30819	-0.555717	-0.0332028	-0.107277	-0.224846	-0.927592	1.81911	-1.8324	-0.403308	2.32654	0.458509	-0.224807	-0.927596	1.81923	-1.83239	-0.403379	2.32658	0.458439	1.77636e-15	15.2427	-12.381	7.48987	0.434159	0.410744	0.0691259	0.145429	0.170797	-0.198235	0.319916	-0.00343982	0.0531827	-0.000187297	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.37	-6.99808	18.5583	-19.0084	5.83669	0.61722	-0.131	0.124549	-0.225354	-0.927617	1.81735	-1.83258	-0.402478	2.3259	0.459026	-0.0536442	-0.00834465	-0.195265	-0.0200272	0.0813007	-0.0712872	0.0240803	-14.0667	-12.1593	-68.1877	-6.91414	10.4904	-25.5108	-43.6306	-0.000291299	-0.00102591	-0.00255805	-0.000249651	0.000444192	-0.000877334	0.000466831	-0.0390192	-0.014863	-0.153	-0.0152848	0.0853355	-0.0603163	0.163821	6.71312	-18.4192	18.7409	-5.90811	-0.609347	0.108401	-0.12227	-0.2253	-0.927608	1.81754	-1.83256	-0.40256	2.32598	0.459002	-0.225248	-0.927602	1.81773	-1.83254	-0.402639	2.32604	0.458973	3.55271e-15	15.2252	-12.387	7.48905	0.433594	0.411078	0.0688962	2.00311e-18	-1.13226e-18	2.63689e-18	3.08544e-19	-6.11151e-20	2.83717e-19	-4.89636e-20	-3.16076e-18	5.14277e-43	-3.15842e-18	4.48416e-44	0	0	0
1177.38	-8.10619	19.1339	-20.098	5.58629	0.649623	-0.21739	0.133786	-0.225992	-0.927754	1.81495	-1.83283	-0.401574	2.32501	0.458971	-0.0727177	-0.017643	-0.277758	-0.0283718	0.0987053	-0.105381	-0.0305176	-19.0735	-9.29832	-82.4928	-8.34465	17.4046	-34.0938	-54.5979	-0.000701169	-0.00115156	-0.00410332	-0.000402302	0.00142493	-0.00147279	0.0026475	-0.0441853	-0.0116354	-0.161608	-0.0161773	0.111521	-0.0606483	0.267571	7.95632	-19.0665	19.9559	-5.6212	-0.645069	0.20531	-0.132553	-0.225919	-0.927736	1.81523	-1.8328	-0.401673	2.32512	0.459002	-0.225849	-0.927719	1.8155	-1.83277	-0.40177	2.32522	0.459027	-8.88178e-16	15.2001	-12.3966	7.48697	0.432783	0.411206	0.0686921	2.00362e-18	-1.13193e-18	2.63723e-18	3.08235e-19	-6.06333e-20	2.83125e-19	-4.8759e-20	-3.16076e-18	5.14277e-43	-3.15842e-18	4.48416e-44	0	0	0
1177.39	-8.84541	19.5422	-20.8573	5.409	0.671537	-0.276759	0.140568	-0.22684	-0.927989	1.81168	-1.83316	-0.40046	2.32374	0.458325	-0.095129	-0.0283718	-0.368357	-0.0355244	0.123501	-0.147581	-0.0939369	-22.4113	-10.7288	-90.599	-7.15256	24.7955	-42.2001	-63.4193	-0.00114192	-0.00123926	-0.00567769	-0.000565132	0.00262774	-0.00202717	0.00590678	-0.0456712	-0.00689169	-0.160824	-0.0181314	0.1297	-0.0523878	0.379449	8.7113	-19.4992	20.7516	-5.46388	-0.668927	0.264536	-0.139481	-0.226745	-0.92796	1.81205	-1.83312	-0.400583	2.32388	0.458419	-0.226652	-0.927933	1.81241	-1.83309	-0.400703	2.32403	0.458506	2.66454e-15	15.1663	-12.4101	7.48371	0.431651	0.411185	0.0685119	0.146361	0.167864	-0.198031	0.31997	-0.00366093	0.0533822	-0.000210775	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.4	-9.214	19.7604	-21.2889	5.32139	0.683729	-0.308506	0.144854	-0.22793	-0.928315	1.80747	-1.83356	-0.399072	2.32201	0.457026	-0.120401	-0.0369549	-0.464201	-0.043869	0.152826	-0.193834	-0.160933	-25.2724	-8.58307	-95.8443	-8.34465	29.3255	-46.2532	-66.9956	-0.0015784	-0.00129506	-0.00720441	-0.000739699	0.00398469	-0.00247028	0.0103002	-0.0439537	-0.00420795	-0.153508	-0.018763	0.142733	-0.0395879	0.494209	9.14561	-19.7135	21.203	-5.33893	-0.681622	0.302607	-0.143981	-0.227809	-0.928278	1.80794	-1.83352	-0.399225	2.32221	0.457187	-0.227692	-0.928243	1.80839	-1.83348	-0.399374	2.32239	0.45734	-8.88178e-16	15.1229	-12.4276	7.47936	0.430129	0.411087	0.0683537	2.00514e-18	-1.13083e-18	2.63818e-18	3.0756e-19	-5.90941e-20	2.81502e-19	-4.82167e-20	-3.16076e-18	5.14277e-43	-3.15842e-18	4.48416e-44	0	0	0
1177.41	-9.34178	19.8323	-21.4797	5.26884	0.687899	-0.323316	0.147366	-0.229279	-0.928728	1.80228	-1.83405	-0.397364	2.3198	0.455041	-0.146866	-0.0448227	-0.56386	-0.0517368	0.186205	-0.243664	-0.229359	-26.4645	-7.86781	-99.659	-7.86781	33.3786	-49.8295	-68.4261	-0.00198909	-0.00132265	-0.00862983	-0.000926367	0.005441	-0.00275579	0.0158542	-0.0407017	-0.00215372	-0.14109	-0.0197409	0.151097	-0.0227256	0.609705	9.31088	-19.8203	21.4443	-5.28919	-0.687401	0.319387	-0.146834	-0.229132	-0.928684	1.80285	-1.834	-0.39755	2.32004	0.45527	-0.228987	-0.928639	1.8034	-1.83395	-0.397733	2.32028	0.455494	8.88178e-16	15.0696	-12.4489	7.47401	0.428169	0.41098	0.0682135	0.147533	0.164127	-0.197858	0.320023	-0.00393797	0.0536071	-0.000204216	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.42	-9.31115	19.7966	-21.5111	5.2304	0.685936	-0.327608	0.148831	-0.230905	-0.929222	1.7961	-1.8346	-0.395292	2.31706	0.452344	-0.174284	-0.05126	-0.663996	-0.0584125	0.223398	-0.296831	-0.300884	-27.4181	-6.4373	-100.136	-6.67572	37.1933	-53.1674	-71.5256	-0.00235363	-0.00132712	-0.0099299	-0.0011317	0.00694879	-0.00284283	0.0225874	-0.0361537	-0.00144426	-0.126909	-0.0217805	0.155031	-0.00203907	0.727606	9.33917	-19.8609	21.5678	-5.25165	-0.68793	0.32703	-0.148994	-0.23073	-0.929171	1.79677	-1.83454	-0.395516	2.31735	0.452645	-0.230558	-0.929119	1.79742	-1.83449	-0.395736	2.31765	0.45294	8.88178e-16	15.0062	-12.4739	7.46775	0.425722	0.410938	0.0680882	0.148295	0.161667	-0.197742	0.32006	-0.00412552	0.0537596	-0.000194174	-0.275	0.175	0.625	4.48416e-44	0	0	0
1177.43	-9.15425	19.7953	-21.5343	5.25614	0.682095	-0.320193	0.15033	-0.232817	-0.929797	1.78894	-1.83521	-0.392821	2.31377	0.448918	-0.204325	-0.0603199	-0.760794	-0.0634193	0.265598	-0.354052	-0.375509	-30.0407	-9.05991	-96.7979	-5.00679	42.2001	-57.2204	-74.625	-0.00265833	-0.0013081	-0.0110958	-0.00136536	0.00846447	-0.0027034	0.0305089	-0.0286407	0.00197356	-0.114779	-0.0253585	0.153343	0.0231867	0.847912	9.19489	-19.8292	21.5614	-5.26033	-0.68378	0.321463	-0.150228	-0.232613	-0.929736	1.7897	-1.83515	-0.393086	2.31412	0.449294	-0.232411	-0.929676	1.79045	-1.83509	-0.393348	2.31447	0.449663	-8.88178e-16	14.9328	-12.5024	7.46065	0.422755	0.411039	0.0679744	0.149171	0.158812	-0.197601	0.320106	-0.00434818	0.0539426	-0.000179714	-0.275	0.175	0.625	4.48416e-44	0	0	0
